type,client,tx,amount
withdrawal,42586,4210003848,334.2293
withdrawal,47803,4210003849,259.2697
withdrawal,46337,4210003850,487.65
withdrawal,44122,4210003851,458.6771
withdrawal,58324,4210003852,303.0505
withdrawal,31741,4210003853,394.0779
withdrawal,54436,4210003854,353.1358
withdrawal,14674,4210003855,215.9429
withdrawal,23055,4210003856,380.0699
withdrawal,15757,4210003857,217.0829
withdrawal,54978,4210003858,279.2526
withdrawal,42346,4210003859,363.5803
withdrawal,25148,4210003860,361.8104
withdrawal,48561,4210003861,281.7423
withdrawal,48746,4210003862,364.2038
withdrawal,48314,4210003863,357.5683
withdrawal,56484,4210003864,427.0565
withdrawal,13282,4210003865,454.8053
withdrawal,33818,4210003866,482.4526
withdrawal,27832,4210003867,433.6973
withdrawal,26901,4210003868,403.9615
withdrawal,21328,4210003869,430.2041
withdrawal,15737,4210003870,334.4058
withdrawal,25364,4210003871,322.9028
withdrawal,42421,4210003872,448.2933
withdrawal,54873,4210003873,265.2056
withdrawal,16369,4210003874,357.3779
withdrawal,20425,4210003875,388.1374
withdrawal,33877,4210003876,374.822
withdrawal,34235,4210003877,486.072
withdrawal,39097,4210003878,268.8976
withdrawal,34204,4210003879,392.625
withdrawal,45084,4210003880,324.1185
withdrawal,38404,4210003881,426.1734
withdrawal,9526,4210003882,428.7068
withdrawal,52184,4210003883,205.8482
withdrawal,27781,4210003884,382.877
withdrawal,29952,4210003885,391.8387
withdrawal,35215,4210003886,408.9398
withdrawal,8129,4210003887,207.5143
withdrawal,46539,4210003888,493.284
withdrawal,61174,4210003889,368.3856
withdrawal,55252,4210003890,492.0831
withdrawal,63895,4210003891,439.2513
withdrawal,48237,4210003892,322.6779
withdrawal,17806,4210003893,329.75
withdrawal,12080,4210003894,416.8493
withdrawal,28380,4210003895,242.2142
withdrawal,42722,4210003896,366.4398
withdrawal,39057,4210003897,258.3497
withdrawal,52465,4210003898,400.9491
withdrawal,26938,4210003899,420.5542
withdrawal,50293,4210003900,232.1768
withdrawal,33952,4210003901,235.7936
withdrawal,19454,4210003902,351.2983
withdrawal,18676,4210003903,244.2029
withdrawal,33569,4210003904,469.7486
withdrawal,33268,4210003905,208.437
withdrawal,13040,4210003906,365.6696
withdrawal,18147,4210003907,210.4835
withdrawal,11286,4210003908,239.1272
withdrawal,57437,4210003909,200.1489
withdrawal,21684,4210003910,313.3637
withdrawal,45091,4210003911,344.8055
withdrawal,7860,4210003912,320.5247
withdrawal,47368,4210003913,231.2151
withdrawal,35564,4210003914,390.4879
withdrawal,26061,4210003915,367.4245
withdrawal,52472,4210003916,232.325
withdrawal,32545,4210003917,383.0114
withdrawal,21457,4210003918,368.7822
withdrawal,23990,4210003919,296.6699
withdrawal,40061,4210003920,272.9795
withdrawal,62345,4210003921,377.6748
withdrawal,22838,4210003922,261.1001
withdrawal,24976,4210003923,459.1215
withdrawal,55104,4210003924,310.6447
withdrawal,45454,4210003925,312.6015
withdrawal,56411,4210003926,399.5973
withdrawal,49737,4210003927,464.5607
withdrawal,38765,4210003928,275.3338
withdrawal,62422,4210003929,334.8797
withdrawal,13062,4210003930,486.1876
withdrawal,50516,4210003931,417.3644
withdrawal,51921,4210003932,256.9017
withdrawal,51031,4210003933,477.9992
withdrawal,46743,4210003934,237.4635
withdrawal,31611,4210003935,383.6606
withdrawal,15637,4210003936,231.9207
withdrawal,37764,4210003937,375.9629
withdrawal,63859,4210003938,436.0387
withdrawal,19713,4210003939,271.6362
withdrawal,40500,4210003940,365.4023
withdrawal,31931,4210003941,457.3302
withdrawal,10328,4210003942,430.6295
withdrawal,22380,4210003943,298.2991
withdrawal,50733,4210003944,464.6771
withdrawal,38189,4210003945,302.1991
withdrawal,65482,4210003946,206.5425
withdrawal,41639,4210003947,388.2387
withdrawal,43948,4210003948,293.6555
withdrawal,25788,4210003949,253.061
withdrawal,57618,4210003950,217.9645
withdrawal,49841,4210003951,323.3023
withdrawal,49360,4210003952,272.1316
withdrawal,38297,4210003953,430.3849
withdrawal,60917,4210003954,216.5446
withdrawal,54602,4210003955,489.8626
withdrawal,23602,4210003956,366.9611
withdrawal,20983,4210003957,218.9821
withdrawal,17370,4210003958,305.9249
withdrawal,24554,4210003959,366.3422
withdrawal,54545,4210003960,492.5976
withdrawal,53922,4210003961,383.9211
withdrawal,24436,4210003962,277.0056
withdrawal,58550,4210003963,263.2794
withdrawal,48316,4210003964,243.7682
withdrawal,27927,4210003965,220.1861
withdrawal,64076,4210003966,337.5007
withdrawal,9568,4210003967,361.9033
withdrawal,60710,4210003968,427.8442
withdrawal,47989,4210003969,236.3279
withdrawal,41637,4210003970,438.7354
withdrawal,34392,4210003971,490.4951
withdrawal,11938,4210003972,364.9591
withdrawal,54903,4210003973,419.6123
withdrawal,50620,4210003974,287.3717
withdrawal,57513,4210003975,255.2872
withdrawal,57026,4210003976,445.1124
withdrawal,39404,4210003977,486.7067
withdrawal,61661,4210003978,353.915
withdrawal,9286,4210003979,460.9493
withdrawal,52495,4210003980,465.6425
withdrawal,31048,4210003981,493.4198
withdrawal,30997,4210003982,303.5686
withdrawal,18982,4210003983,205.735
withdrawal,9707,4210003984,347.1273
withdrawal,55462,4210003985,357.9365
withdrawal,18095,4210003986,370.8687
withdrawal,18893,4210003987,242.3224
withdrawal,21024,4210003988,288.2575
withdrawal,17804,4210003989,498.8266
withdrawal,30776,4210003990,385.828
withdrawal,18458,4210003991,258.7988
withdrawal,37185,4210003992,370.1743
withdrawal,63070,4210003993,454.1024
withdrawal,55293,4210003994,317.1924
withdrawal,29711,4210003995,442.7807
withdrawal,52449,4210003996,348.8024
withdrawal,19959,4210003997,489.3339
withdrawal,7608,4210003998,443.5251
withdrawal,64385,4210003999,200.6789
withdrawal,25652,4210004000,223.576
withdrawal,32291,4210004001,243.0173
withdrawal,17509,4210004002,258.6393
withdrawal,52110,4210004003,245.5456
withdrawal,17999,4210004004,239.6786
withdrawal,19462,4210004005,462.4977
withdrawal,23172,4210004006,379.1136
withdrawal,11756,4210004007,420.7941
withdrawal,39006,4210004008,497.8113
withdrawal,57202,4210004009,374.7812
withdrawal,56927,4210004010,361.8051
withdrawal,16996,4210004011,462.3865
withdrawal,44054,4210004012,392.6242
withdrawal,52165,4210004013,212.4863
withdrawal,60830,4210004014,261.3643
withdrawal,18298,4210004015,270.2267
withdrawal,33579,4210004016,415.0495
withdrawal,40015,4210004017,219.1185
withdrawal,39446,4210004018,342.9681
withdrawal,22147,4210004019,291.458
withdrawal,50688,4210004020,394.6498
withdrawal,40306,4210004021,424.9488
withdrawal,10599,4210004022,328.6836
withdrawal,23074,4210004023,246.4365
withdrawal,28832,4210004024,280.4051
withdrawal,32309,4210004025,398.6809
withdrawal,47598,4210004026,356.1638
withdrawal,29857,4210004027,257.619
withdrawal,59980,4210004028,402.1497
withdrawal,63696,4210004029,358.3133
withdrawal,14999,4210004030,289.7189
withdrawal,28598,4210004031,343.3291
withdrawal,39757,4210004032,377.2717
withdrawal,52931,4210004033,244.9553
withdrawal,16393,4210004034,337.3272
withdrawal,58305,4210004035,428.4637
withdrawal,43929,4210004036,343.9829
withdrawal,13378,4210004037,234.3845
withdrawal,7195,4210004038,319.0817
withdrawal,64492,4210004039,377.5412
withdrawal,25312,4210004040,347.7671
withdrawal,22503,4210004041,379.005
withdrawal,41100,4210004042,209.2606
withdrawal,49100,4210004043,258.8069
withdrawal,45715,4210004044,490.1119
withdrawal,18844,4210004045,473.6822
withdrawal,38985,4210004046,478.1256
withdrawal,35065,4210004047,275.8391
withdrawal,59514,4210004048,356.6828
withdrawal,13676,4210004049,266.4191
withdrawal,18198,4210004050,454.0401
withdrawal,43472,4210004051,286.6242
withdrawal,28326,4210004052,225.3908
withdrawal,63977,4210004053,455.0677
withdrawal,59933,4210004054,401.4441
withdrawal,11782,4210004055,218.5328
withdrawal,41154,4210004056,242.3494
withdrawal,15759,4210004057,496.3623
withdrawal,20985,4210004058,329.3549
withdrawal,35231,4210004059,332.241
withdrawal,60076,4210004060,500.019
withdrawal,47681,4210004061,339.3675
withdrawal,48314,4210004062,490.4712
withdrawal,55707,4210004063,322.7686
withdrawal,42746,4210004064,259.3824
withdrawal,27877,4210004065,482.8875
withdrawal,26656,4210004066,331.1373
withdrawal,6689,4210004067,377.4363
withdrawal,63309,4210004068,430.2091
withdrawal,55235,4210004069,334.2845
withdrawal,62723,4210004070,468.5302
withdrawal,64756,4210004071,241.0112
withdrawal,52984,4210004072,369.9212
withdrawal,32094,4210004073,493.4548
withdrawal,61900,4210004074,201.3595
withdrawal,54689,4210004075,484.2508
withdrawal,11545,4210004076,281.6631
withdrawal,26634,4210004077,361.0291
withdrawal,40340,4210004078,293.7236
withdrawal,37368,4210004079,212.2156
withdrawal,8490,4210004080,242.1645
withdrawal,64053,4210004081,447.4624
withdrawal,62800,4210004082,481.4573
withdrawal,61747,4210004083,489.0213
withdrawal,56638,4210004084,434.235
withdrawal,36548,4210004085,483.7328
withdrawal,16104,4210004086,307.3421
withdrawal,22044,4210004087,424.9286
withdrawal,23562,4210004088,493.1391
withdrawal,57253,4210004089,220.8891
withdrawal,22691,4210004090,205.513
withdrawal,64464,4210004091,246.0054
withdrawal,29323,4210004092,432.0726
withdrawal,62864,4210004093,328.4254
withdrawal,29268,4210004094,493.3253
withdrawal,55134,4210004095,305.1996
withdrawal,25586,4210004096,296.9347
withdrawal,45855,4210004097,414.5916
withdrawal,50873,4210004098,259.8882
withdrawal,39618,4210004099,250.12
withdrawal,29299,4210004100,229.1585
withdrawal,42415,4210004101,366.1
withdrawal,33237,4210004102,483.946
withdrawal,64656,4210004103,249.4504
withdrawal,53384,4210004104,391.8701
withdrawal,63990,4210004105,215.6392
withdrawal,38239,4210004106,363.7003
withdrawal,28059,4210004107,463.4684
withdrawal,42978,4210004108,445.2541
withdrawal,38335,4210004109,489.5856
withdrawal,8723,4210004110,284.866
withdrawal,64232,4210004111,218.2641
withdrawal,56427,4210004112,282.1661
withdrawal,31790,4210004113,478.2983
withdrawal,26925,4210004114,269.8371
withdrawal,7881,4210004115,464.841
withdrawal,62587,4210004116,315.1453
withdrawal,20096,4210004117,403.242
withdrawal,48038,4210004118,248.3406
withdrawal,51572,4210004119,248.6279
withdrawal,10072,4210004120,254.3384
withdrawal,22384,4210004121,279.3981
withdrawal,40388,4210004122,336.0785
withdrawal,51285,4210004123,495.8314
withdrawal,14126,4210004124,382.1406
withdrawal,48800,4210004125,311.5876
withdrawal,27266,4210004126,244.1492
withdrawal,39454,4210004127,288.1185
withdrawal,37506,4210004128,290.617
withdrawal,59475,4210004129,384.9994
withdrawal,61221,4210004130,455.4809
withdrawal,20626,4210004131,406.6424
withdrawal,34096,4210004132,223.9097
withdrawal,24085,4210004133,397.99
withdrawal,25299,4210004134,456.3899
withdrawal,24598,4210004135,451.6137
withdrawal,22085,4210004136,277.6369
withdrawal,26483,4210004137,319.9805
withdrawal,40664,4210004138,256.6252
withdrawal,58164,4210004139,246.7504
withdrawal,65322,4210004140,474.0616
withdrawal,28642,4210004141,422.0122
withdrawal,56545,4210004142,496.3953
withdrawal,31863,4210004143,378.8543
withdrawal,18034,4210004144,473.4467
withdrawal,11343,4210004145,450.8287
withdrawal,56318,4210004146,418.1084
withdrawal,55383,4210004147,422.9256
withdrawal,48025,4210004148,297.6403
withdrawal,55389,4210004149,279.2292
withdrawal,60583,4210004150,347.4645
withdrawal,16340,4210004151,370.4024
withdrawal,53612,4210004152,355.9554
withdrawal,63264,4210004153,435.675
withdrawal,18789,4210004154,410.3095
withdrawal,48128,4210004155,443.3368
withdrawal,34815,4210004156,468.2675
withdrawal,59748,4210004157,221.6019
withdrawal,29827,4210004158,449.5047
withdrawal,42534,4210004159,419.8132
withdrawal,59298,4210004160,273.3981
withdrawal,10878,4210004161,296.2304
withdrawal,63923,4210004162,437.3313
withdrawal,45123,4210004163,459.981
withdrawal,13579,4210004164,403.7343
withdrawal,38354,4210004165,343.8918
withdrawal,22457,4210004166,481.6326
withdrawal,22371,4210004167,457.5182
withdrawal,52222,4210004168,274.3924
withdrawal,17558,4210004169,245.3985
withdrawal,17215,4210004170,413.9478
withdrawal,32978,4210004171,463.7896
withdrawal,14115,4210004172,409.5973
withdrawal,12792,4210004173,421.7624
withdrawal,27790,4210004174,201.3994
withdrawal,64427,4210004175,272.115
withdrawal,10674,4210004176,473.9807
withdrawal,52480,4210004177,488.8047
withdrawal,7282,4210004178,230.7238
withdrawal,23097,4210004179,222.6718
withdrawal,26454,4210004180,316.8464
withdrawal,43067,4210004181,466.0097
withdrawal,9175,4210004182,360.8101
withdrawal,18460,4210004183,293.9254
withdrawal,31404,4210004184,319.4841
withdrawal,22856,4210004185,408.4843
withdrawal,62049,4210004186,362.734
withdrawal,25994,4210004187,311.2719
withdrawal,35984,4210004188,250.9217
withdrawal,55924,4210004189,330.7905
withdrawal,10515,4210004190,267.1857
withdrawal,22539,4210004191,432.3112
withdrawal,54058,4210004192,440.1234
withdrawal,17559,4210004193,405.4864
withdrawal,12780,4210004194,243.6836
withdrawal,61151,4210004195,491.7164
withdrawal,14653,4210004196,253.4258
withdrawal,42557,4210004197,272.0101
withdrawal,40230,4210004198,329.6857
withdrawal,27493,4210004199,457.0904
withdrawal,42511,4210004200,273.2945
withdrawal,63562,4210004201,343.4271
withdrawal,40962,4210004202,283.4292
withdrawal,48241,4210004203,253.4335
withdrawal,51009,4210004204,233.3235
withdrawal,40985,4210004205,491.1091
withdrawal,60336,4210004206,231.4909
withdrawal,30067,4210004207,324.1588
withdrawal,54731,4210004208,318.1596
withdrawal,52224,4210004209,402.6817
withdrawal,25335,4210004210,428.5692
withdrawal,63123,4210004211,238.1226
withdrawal,20610,4210004212,317.6759
withdrawal,52241,4210004213,420.8184
withdrawal,20257,4210004214,281.25
withdrawal,42557,4210004215,332.581
withdrawal,7765,4210004216,465.1662
withdrawal,43948,4210004217,339.5187
withdrawal,50955,4210004218,382.2459
withdrawal,28454,4210004219,322.1239
withdrawal,35097,4210004220,312.3425
withdrawal,11175,4210004221,470.1098
withdrawal,54064,4210004222,473.9715
withdrawal,46854,4210004223,382.2284
withdrawal,12071,4210004224,432.3003
withdrawal,32107,4210004225,274.4393
withdrawal,6626,4210004226,376.9199
withdrawal,33280,4210004227,265.6267
withdrawal,45922,4210004228,249.1128
withdrawal,11330,4210004229,459.514
withdrawal,26031,4210004230,285.3404
withdrawal,36060,4210004231,427.3195
withdrawal,41279,4210004232,437.7842
withdrawal,12771,4210004233,300.9708
withdrawal,42714,4210004234,402.5117
withdrawal,63588,4210004235,363.2093
withdrawal,46877,4210004236,451.748
withdrawal,45267,4210004237,390.5847
withdrawal,47676,4210004238,429.2215
withdrawal,44584,4210004239,351.0884
withdrawal,28463,4210004240,392.3804
withdrawal,35223,4210004241,446.0305
withdrawal,51134,4210004242,320.679
withdrawal,63051,4210004243,307.2761
withdrawal,23163,4210004244,205.9304
withdrawal,46618,4210004245,361.7378
withdrawal,48906,4210004246,343.4256
withdrawal,55210,4210004247,450.3533
withdrawal,65470,4210004248,320.3112
withdrawal,20652,4210004249,490.8346
withdrawal,9399,4210004250,229.6924
withdrawal,63190,4210004251,223.69
withdrawal,29450,4210004252,423.4149
withdrawal,56090,4210004253,401.1229
withdrawal,51527,4210004254,232.3469
withdrawal,27891,4210004255,387.9854
withdrawal,61584,4210004256,433.6233
withdrawal,57228,4210004257,473.3221
withdrawal,10983,4210004258,309.3209
withdrawal,10678,4210004259,492.4838
withdrawal,13663,4210004260,411.5178
withdrawal,30789,4210004261,426.2209
withdrawal,42417,4210004262,487.122
withdrawal,56035,4210004263,261.3113
withdrawal,42685,4210004264,228.8732
withdrawal,56627,4210004265,304.1777
withdrawal,17929,4210004266,280.5693
withdrawal,51356,4210004267,368.0688
withdrawal,12312,4210004268,427.8743
withdrawal,59157,4210004269,355.9576
withdrawal,19270,4210004270,212.5185
withdrawal,11683,4210004271,223.4587
withdrawal,11845,4210004272,369.5391
withdrawal,27462,4210004273,305.088
withdrawal,45456,4210004274,410.6377
withdrawal,27746,4210004275,376.979
withdrawal,22233,4210004276,225.1126
withdrawal,52274,4210004277,303.1059
withdrawal,47134,4210004278,361.3571
withdrawal,7840,4210004279,246.6364
withdrawal,45916,4210004280,298.7892
withdrawal,57278,4210004281,450.9505
withdrawal,19535,4210004282,411.9907
withdrawal,39753,4210004283,432.3876
withdrawal,42711,4210004284,317.7162
withdrawal,8039,4210004285,300.3372
withdrawal,58878,4210004286,314.736
withdrawal,25394,4210004287,370.2289
withdrawal,20094,4210004288,277.1248
withdrawal,36788,4210004289,264.9382
withdrawal,46692,4210004290,393.2683
withdrawal,44620,4210004291,463.3177
withdrawal,36753,4210004292,467.8103
withdrawal,52729,4210004293,242.6689
withdrawal,50586,4210004294,441.0574
withdrawal,16017,4210004295,436.072
withdrawal,47701,4210004296,226.3499
withdrawal,13168,4210004297,464.2733
withdrawal,43699,4210004298,407.9344
withdrawal,58968,4210004299,223.8466
withdrawal,29023,4210004300,367.7887
withdrawal,27877,4210004301,379.2679
withdrawal,63021,4210004302,323.4547
withdrawal,46722,4210004303,282.2622
withdrawal,48687,4210004304,410.5782
withdrawal,31629,4210004305,223.8895
withdrawal,59336,4210004306,220.0654
withdrawal,55595,4210004307,318.0008
withdrawal,27068,4210004308,268.416
withdrawal,50240,4210004309,311.2351
withdrawal,64821,4210004310,294.2793
withdrawal,64570,4210004311,461.7388
withdrawal,41036,4210004312,283.2219
withdrawal,8458,4210004313,461.9879
withdrawal,58694,4210004314,299.4986
withdrawal,28197,4210004315,233.2144
withdrawal,47393,4210004316,362.2212
withdrawal,40746,4210004317,295.0303
withdrawal,45969,4210004318,417.1733
withdrawal,49148,4210004319,397.8835
withdrawal,51815,4210004320,395.4874
withdrawal,33206,4210004321,285.3919
withdrawal,18794,4210004322,327.7176
withdrawal,35116,4210004323,429.293
withdrawal,27462,4210004324,256.0786
withdrawal,63008,4210004325,217.0409
withdrawal,8579,4210004326,320.4925
withdrawal,64497,4210004327,233.4082
withdrawal,47042,4210004328,481.7401
withdrawal,43994,4210004329,226.0828
withdrawal,9562,4210004330,480.5178
withdrawal,47048,4210004331,471.065
withdrawal,40860,4210004332,424.8441
withdrawal,35977,4210004333,408.8014
withdrawal,21038,4210004334,266.5806
withdrawal,9836,4210004335,264.2168
withdrawal,13832,4210004336,333.1649
withdrawal,64625,4210004337,445.8517
withdrawal,9050,4210004338,451.6156
withdrawal,49113,4210004339,246.1941
withdrawal,53458,4210004340,319.139
withdrawal,13391,4210004341,449.9725
withdrawal,44535,4210004342,296.5128
withdrawal,16039,4210004343,432.1756
withdrawal,15684,4210004344,317.3361
withdrawal,20921,4210004345,238.9635
withdrawal,7872,4210004346,225.413
withdrawal,34240,4210004347,469.3489
withdrawal,51962,4210004348,470.6709
withdrawal,54461,4210004349,411.1205
withdrawal,37495,4210004350,471.2012
withdrawal,59922,4210004351,255.1785
withdrawal,62436,4210004352,435.6833
withdrawal,57363,4210004353,388.9098
withdrawal,15853,4210004354,485.4407
withdrawal,51409,4210004355,388.9296
withdrawal,16463,4210004356,259.468
withdrawal,49269,4210004357,427.2754
withdrawal,50787,4210004358,261.3837
withdrawal,54160,4210004359,500.5391
withdrawal,13648,4210004360,440.4295
withdrawal,57301,4210004361,387.7714
withdrawal,21478,4210004362,431.1522
withdrawal,15915,4210004363,489.1092
withdrawal,53515,4210004364,431.1648
withdrawal,13775,4210004365,233.6053
withdrawal,35993,4210004366,422.7633
withdrawal,30279,4210004367,219.1941
withdrawal,29617,4210004368,254.467
withdrawal,44519,4210004369,434.9031
withdrawal,64547,4210004370,204.3429
withdrawal,46017,4210004371,265.2207
withdrawal,9955,4210004372,327.3094
withdrawal,19567,4210004373,451.4404
withdrawal,40530,4210004374,418.0502
withdrawal,64533,4210004375,261.4724
withdrawal,61945,4210004376,419.4464
withdrawal,24413,4210004377,382.5182
withdrawal,37061,4210004378,454.3585
withdrawal,64150,4210004379,485.1059
withdrawal,57474,4210004380,485.2483
withdrawal,56853,4210004381,385.0987
withdrawal,22329,4210004382,404.0331
withdrawal,47624,4210004383,430.5944
withdrawal,17426,4210004384,305.5317
withdrawal,33877,4210004385,328.2093
withdrawal,52273,4210004386,201.0738
withdrawal,60515,4210004387,389.021
withdrawal,54288,4210004388,381.0682
withdrawal,42294,4210004389,279.8216
withdrawal,24146,4210004390,261.3464
withdrawal,48483,4210004391,452.6558
withdrawal,23979,4210004392,289.2188
withdrawal,13307,4210004393,201.3203
withdrawal,15627,4210004394,214.0629
withdrawal,37559,4210004395,479.2479
withdrawal,11485,4210004396,448.2386
withdrawal,16335,4210004397,439.1571
withdrawal,57140,4210004398,212.5068
withdrawal,54432,4210004399,447.3113
withdrawal,65358,4210004400,323.7246
withdrawal,29812,4210004401,397.3169
withdrawal,48951,4210004402,275.5609
withdrawal,58188,4210004403,223.6035
withdrawal,48578,4210004404,427.1933
withdrawal,52161,4210004405,442.0725
withdrawal,29220,4210004406,328.3267
withdrawal,39253,4210004407,327.5596
withdrawal,53841,4210004408,362.4282
withdrawal,25535,4210004409,459.6366
withdrawal,42558,4210004410,264.7583
withdrawal,14022,4210004411,307.7493
withdrawal,53458,4210004412,457.9636
withdrawal,33345,4210004413,289.0466
withdrawal,26355,4210004414,217.2605
withdrawal,9580,4210004415,375.1581
withdrawal,58833,4210004416,493.77
withdrawal,41423,4210004417,227.2751
withdrawal,32931,4210004418,251.2473
withdrawal,21461,4210004419,339.6611
withdrawal,63231,4210004420,400.3159
withdrawal,15640,4210004421,496.0151
withdrawal,64223,4210004422,260.5717
withdrawal,36600,4210004423,342.0752
withdrawal,15760,4210004424,302.6043
withdrawal,34352,4210004425,211.5337
withdrawal,11507,4210004426,385.2594
withdrawal,22290,4210004427,233.6718
withdrawal,20774,4210004428,271.0615
withdrawal,63977,4210004429,457.5369
withdrawal,41970,4210004430,270.5335
withdrawal,15821,4210004431,383.9061
withdrawal,24560,4210004432,299.6079
withdrawal,59924,4210004433,346.4797
withdrawal,52161,4210004434,295.4864
withdrawal,40874,4210004435,283.2369
withdrawal,57939,4210004436,245.5034
withdrawal,44489,4210004437,472.2433
withdrawal,42951,4210004438,356.1949
withdrawal,60202,4210004439,397.8717
withdrawal,40116,4210004440,461.8119
withdrawal,53760,4210004441,243.1087
withdrawal,20292,4210004442,424.0573
withdrawal,41523,4210004443,249.1671
withdrawal,19933,4210004444,374.8425
withdrawal,59851,4210004445,292.2733
withdrawal,58370,4210004446,258.7111
withdrawal,31850,4210004447,202.0265
withdrawal,29849,4210004448,420.9602
withdrawal,40999,4210004449,389.3376
withdrawal,41031,4210004450,365.6965
withdrawal,61871,4210004451,335.8959
withdrawal,62629,4210004452,391.0799
withdrawal,18809,4210004453,420.8718
withdrawal,25646,4210004454,262.9779
withdrawal,40455,4210004455,249.302
withdrawal,19412,4210004456,283.3616
withdrawal,62811,4210004457,427.9521
withdrawal,44655,4210004458,484.799
withdrawal,45749,4210004459,203.2867
withdrawal,61213,4210004460,251.7653
withdrawal,47965,4210004461,346.2333
withdrawal,35850,4210004462,469.0377
withdrawal,39937,4210004463,235.8642
withdrawal,37890,4210004464,404.7989
withdrawal,56486,4210004465,206.6504
withdrawal,60620,4210004466,428.1536
withdrawal,62748,4210004467,460.0669
withdrawal,20551,4210004468,359.7558
withdrawal,35699,4210004469,221.5713
withdrawal,60615,4210004470,352.5303
withdrawal,41854,4210004471,254.2708
withdrawal,11929,4210004472,212.7239
withdrawal,9385,4210004473,278.7283
withdrawal,30327,4210004474,279.9504
withdrawal,16392,4210004475,299.7467
withdrawal,34337,4210004476,314.9248
withdrawal,35029,4210004477,409.9164
withdrawal,56353,4210004478,227.899
withdrawal,28922,4210004479,351.9444
withdrawal,63210,4210004480,435.2293
withdrawal,11706,4210004481,476.5673
withdrawal,22156,4210004482,479.1955
withdrawal,12097,4210004483,351.2876
withdrawal,59462,4210004484,261.158
withdrawal,45288,4210004485,411.9067
withdrawal,43176,4210004486,489.8553
withdrawal,29167,4210004487,248.4225
withdrawal,22244,4210004488,391.7545
withdrawal,29647,4210004489,203.3047
withdrawal,35050,4210004490,404.1744
withdrawal,37351,4210004491,361.4619
withdrawal,61200,4210004492,210.0357
withdrawal,54341,4210004493,295.6907
withdrawal,57021,4210004494,336.7421
withdrawal,62667,4210004495,484.3816
withdrawal,8224,4210004496,397.0934
withdrawal,25693,4210004497,360.9551
withdrawal,33711,4210004498,282.6393
withdrawal,17352,4210004499,355.7118
withdrawal,40095,4210004500,386.1521
withdrawal,53658,4210004501,203.0026
withdrawal,14471,4210004502,219.3239
withdrawal,17252,4210004503,371.0302
withdrawal,43420,4210004504,367.7439
withdrawal,61213,4210004505,459.9227
withdrawal,64941,4210004506,336.9655
withdrawal,64455,4210004507,291.7084
withdrawal,38337,4210004508,303.7029
withdrawal,22011,4210004509,344.4643
withdrawal,37896,4210004510,301.2871
withdrawal,7974,4210004511,272.226
withdrawal,59938,4210004512,229.7974
withdrawal,40853,4210004513,227.1246
withdrawal,35443,4210004514,291.7036
withdrawal,42048,4210004515,390.3784
withdrawal,33285,4210004516,443.8088
withdrawal,18559,4210004517,493.2432
withdrawal,13061,4210004518,218.8958
withdrawal,64214,4210004519,237.0197
withdrawal,7361,4210004520,245.3109
withdrawal,44826,4210004521,453.4019
withdrawal,57528,4210004522,204.4429
withdrawal,21895,4210004523,298.2538
withdrawal,15654,4210004524,398.2124
withdrawal,33989,4210004525,294.63
withdrawal,27994,4210004526,390.5036
withdrawal,33363,4210004527,337.8583
withdrawal,44919,4210004528,417.2197
withdrawal,22955,4210004529,390.0026
withdrawal,19075,4210004530,239.0567
withdrawal,13454,4210004531,229.6615
withdrawal,12961,4210004532,355.1163
withdrawal,62374,4210004533,206.2508
withdrawal,20434,4210004534,296.4402
withdrawal,20345,4210004535,454.1497
withdrawal,60429,4210004536,375.5496
withdrawal,57265,4210004537,354.4817
withdrawal,57188,4210004538,449.4561
withdrawal,9898,4210004539,465.7325
withdrawal,48919,4210004540,274.3022
withdrawal,42115,4210004541,204.1546
withdrawal,27757,4210004542,499.5263
withdrawal,61255,4210004543,201.8384
withdrawal,41039,4210004544,237.0102
withdrawal,39614,4210004545,330.0761
withdrawal,39813,4210004546,471.2609
withdrawal,13473,4210004547,333.2854
withdrawal,32400,4210004548,429.6015
withdrawal,46995,4210004549,305.9646
withdrawal,44552,4210004550,332.9868
withdrawal,30859,4210004551,206.864
withdrawal,10741,4210004552,421.8576
withdrawal,32742,4210004553,218.6627
withdrawal,60866,4210004554,458.4763
withdrawal,39804,4210004555,364.6642
withdrawal,29410,4210004556,271.7199
withdrawal,46985,4210004557,291.1017
withdrawal,12945,4210004558,405.1963
withdrawal,32562,4210004559,242.4125
withdrawal,56423,4210004560,265.3319
withdrawal,46610,4210004561,447.8271
withdrawal,41145,4210004562,323.0434
withdrawal,42996,4210004563,276.3679
withdrawal,10261,4210004564,389.1371
withdrawal,61823,4210004565,353.5932
withdrawal,63894,4210004566,327.1081
withdrawal,44041,4210004567,204.2267
withdrawal,32911,4210004568,280.5298
withdrawal,37524,4210004569,201.5634
withdrawal,43503,4210004570,332.2993
withdrawal,64443,4210004571,397.2737
withdrawal,21368,4210004572,415.9596
withdrawal,55413,4210004573,350.8574
withdrawal,40201,4210004574,448.6793
withdrawal,58137,4210004575,220.096
withdrawal,21615,4210004576,324.6021
withdrawal,19560,4210004577,205.2642
withdrawal,44260,4210004578,381.4978
withdrawal,55925,4210004579,399.6439
withdrawal,11463,4210004580,270.2332
withdrawal,55423,4210004581,210.9205
withdrawal,37263,4210004582,489.5849
withdrawal,36100,4210004583,335.9521
withdrawal,24417,4210004584,459.2417
withdrawal,11386,4210004585,408.4721
withdrawal,13593,4210004586,323.7567
